epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,20422.9,0.69291,0.85571,1.06922,0.86521,0.83025,0.89238,0.74934,0.59289,0.65356,1.10352,0.000919704,0.000919704,0.000919704
20,21380.5,0.68729,0.88645,1.07144,0.85297,0.86126,0.91518,0.78354,0.55298,0.61421,1.07102,0.00089141,0.00089141,0.00089141
21,22321,0.68826,0.82828,1.0664,0.89897,0.85602,0.91518,0.78556,0.56693,0.62868,1.08508,0.000863116,0.000863116,0.000863116
22,23259.2,0.68557,0.82198,1.06088,0.83694,0.84012,0.89795,0.76805,0.54758,0.60664,1.0738,0.000834822,0.000834822,0.000834822
23,24227.5,0.68049,0.83279,1.06409,0.88428,0.84183,0.9007,0.76739,0.57976,0.74679,1.11226,0.000806528,0.000806528,0.000806528
24,25172.8,0.6457,0.77984,1.05296,0.89305,0.8625,0.91385,0.78692,0.54087,0.55806,1.07838,0.000778233,0.000778233,0.000778233
25,26164.8,0.65429,0.76804,1.04853,0.89526,0.8655,0.92297,0.79202,0.52599,0.54518,1.04864,0.000749939,0.000749939,0.000749939
26,27150.5,0.6477,0.73249,1.04686,0.91437,0.86776,0.92008,0.80093,0.51888,0.5152,1.04467,0.000721645,0.000721645,0.000721645
27,28146.7,0.63882,0.75139,1.04304,0.90386,0.87194,0.92081,0.79584,0.53991,0.53983,1.06408,0.000693351,0.000693351,0.000693351
28,29105.1,0.63819,0.72872,1.03981,0.88451,0.87229,0.91391,0.79189,0.51232,0.55299,1.04549,0.000665057,0.000665057,0.000665057
29,30046.8,0.62938,0.71668,1.03521,0.88727,0.85416,0.91037,0.79907,0.48602,0.52313,1.02388,0.000636762,0.000636762,0.000636762
30,30991.6,0.62637,0.72182,1.03613,0.89586,0.87376,0.92746,0.80298,0.51567,0.51974,1.03711,0.000608468,0.000608468,0.000608468
31,31948.6,0.6288,0.6956,1.03429,0.87826,0.85898,0.92136,0.80258,0.50951,0.55828,1.02805,0.000580174,0.000580174,0.000580174
32,32887.3,0.59921,0.67998,1.03072,0.89368,0.87963,0.92406,0.80476,0.50436,0.49351,1.0305,0.00055188,0.00055188,0.00055188
33,33829.5,0.6027,0.654,1.01868,0.90847,0.87897,0.92828,0.8146,0.47636,0.4672,1.0075,0.000523586,0.000523586,0.000523586
34,34774.4,0.5857,0.63833,1.0139,0.89445,0.88576,0.93202,0.81484,0.49249,0.47663,1.02732,0.000495291,0.000495291,0.000495291
35,35735.5,0.60406,0.64525,1.01501,0.90247,0.87279,0.92581,0.80575,0.49388,0.4911,1.0191,0.000466997,0.000466997,0.000466997
36,36675.8,0.59096,0.62236,1.00765,0.90473,0.88143,0.93027,0.81308,0.49043,0.48372,1.02521,0.000438703,0.000438703,0.000438703
37,37609,0.58122,0.61398,1.00938,0.91852,0.8769,0.93376,0.82349,0.46322,0.45532,1.00194,0.000410409,0.000410409,0.000410409
38,38563.8,0.57946,0.62911,1.01089,0.9116,0.8884,0.93556,0.82555,0.4632,0.44961,1.00096,0.000382115,0.000382115,0.000382115
39,39498.9,0.55833,0.60436,0.99752,0.90849,0.88749,0.93428,0.82202,0.46418,0.44325,0.99964,0.00035382,0.00035382,0.00035382
40,40476.3,0.5529,0.59693,0.99944,0.92104,0.89011,0.93608,0.82228,0.46194,0.44367,1.0016,0.000325526,0.000325526,0.000325526
41,41584.2,0.60044,0.59837,1.0312,0.91915,0.86962,0.92864,0.81966,0.4696,0.45785,1.00917,0.000297232,0.000297232,0.000297232
42,43058.8,0.5933,0.58102,1.02553,0.91034,0.8788,0.93527,0.82409,0.46414,0.44023,0.99996,0.000268938,0.000268938,0.000268938
43,44765.3,0.57909,0.55505,1.014,0.92699,0.87018,0.92965,0.82222,0.45196,0.4493,0.99666,0.000240644,0.000240644,0.000240644
44,46466.8,0.569,0.54285,1.01121,0.90066,0.88458,0.93536,0.82932,0.44605,0.43835,0.99519,0.000212349,0.000212349,0.000212349
45,48099,0.56306,0.53426,1.00779,0.92032,0.88109,0.93123,0.82698,0.44723,0.44184,0.99318,0.000184055,0.000184055,0.000184055
46,49777.7,0.55764,0.51263,1.0008,0.92739,0.88317,0.9395,0.8318,0.43761,0.41822,0.98118,0.000155761,0.000155761,0.000155761
47,50885.6,0.5572,0.5118,0.99612,0.9223,0.88272,0.93367,0.83091,0.43326,0.42067,0.97672,0.000127467,0.000127467,0.000127467
48,52038.2,0.53606,0.486,0.98856,0.9129,0.89303,0.93913,0.83518,0.42878,0.41121,0.97427,9.91726e-05,9.91726e-05,9.91726e-05
49,53112.5,0.53682,0.48919,0.98543,0.9158,0.89438,0.93653,0.83514,0.42056,0.41108,0.96569,7.08784e-05,7.08784e-05,7.08784e-05
50,54276.1,0.53154,0.47279,0.9839,0.91348,0.89809,0.93885,0.83673,0.41734,0.40508,0.96579,4.25842e-05,4.25842e-05,4.25842e-05
